4614953,18889140655
4614953,15952451267
4614953,13855242510
4614953,15769586100
4614953,15764407725
4614953,13653024824
4614953,13728756422
4614953,13516716595
4614953,15730424455
4614953,13579027230
4614953,15751706661
4614953,15246790132
4614953,13660922266
4614953,14740382123
4614953,15712070910
4614953,15183706305
4614953,13758571197
4614953,13425202343
4614953,13824239525
4614953,13750079781
4614953,18744406644
4614953,13907925666
4614953,13782894354
4614953,17823103968
4614953,15993623535
4614953,13814771111
4614953,13457689633
4614953,18752285778
4614953,13822934350
4614953,13636435103
4614953,15078050065
4614953,13753226924
4614953,15959189670
4614953,15024085048
4614953,13822170113
4614953,15989178256
4614953,18304766577
4614953,13917168667
4614953,18381143520
4614953,15228800155
4614953,13830266462
4614953,13612398423
4614953,13628081983
4614953,18241201032
4614953,13788052268
4614953,13567682666
4614953,13799618052
4614953,13410712394
4614953,18376089791
4614953,13739774462
4614953,15964499166
4614953,18761388383
4614953,13595926076
4614953,18782709831
4614953,13483538898
4614953,15955598878
4614953,15985285778
4614953,15913300391
4614953,18299733925
4614953,15116443787
4614953,15167627985
4614953,18758952220
4614953,15830891903
4614953,18725630963
4614953,18764362113
4614953,13588993269
4614953,13827759716
4614953,18481066614
4614953,18797443473
4614953,15069662916
4614953,15031453275
4614953,15829300097
4614953,17878924653
4614953,13724292872
4614953,15211084995
4614953,15962022588
4614953,13590035001
4614953,15044683441
4614953,15808478486
4614953,18352102324
4614953,15759200157
4614953,15899445318
4614953,13546379817
4614953,13630176737
4614953,15926265690
4614953,13555659739
4614953,15172078259
4614953,13933893928
4614953,15881187259
4614953,15958133648
4614953,15246440526
4614953,15004317818
4614953,18892632759
4614953,13652587694
4614953,13546581070
4614953,15219573369
4614953,13905662332
4614953,13541473999
4614953,13729120966
4614953,13906285899
4614953,18869935787
4614953,15009188322
4614953,15829725892
4614953,15047530789
4614953,18858294623
4614953,15196413653
4614953,15172510270
4614953,15960111501
4614953,13704461665
4614953,15057235952
4614953,13477875217
4614953,18883288074
4614953,13884410730
4614953,13799766347
4614953,15149008222
4614953,13859744044
4614953,13529438225
4614953,13427638586
4614953,18209125078
4614953,15994778829
4614953,13997619844
4614953,17853690566
4614953,15705795525
4614953,15712337287
4614953,13819543024
4614953,15969571361
4614953,15843832910
4614953,17872586722
4614953,13981609798
4614953,15052777221
4614953,18877178119
4614953,13660123039
4614953,18209964052
